
=== Lancement : 2026-04-01 11:52:05.739553 ===
id f z x
16 -5035.782547 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 0101000011110100000111000100110011010110111100101111011111001101001000100000110001101011101111101001
17 -4706.274389 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1110001000001111111110010100011011011000100011010001010001101100010100011001001110010110100001111000
18 -4079.671021 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1111101010100011111111010111101111100111001011100001101000011011101011000001110010101111011010010111
19 -4991.095610 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1111101101111000111001001100101100010011111100111111110011111111011011000110111010101101000111101100
20 -5896.023742 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1110100100001001010111010101111011011000001000001001110000101000001100000110000110110011100000010111
21 -4733.086348 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1100000101011101110111100001011000010101111111110010101110101001000110001011000011010111111100011000
22 -5221.523146 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 0111111001101101000001101011100000101010001100111110011010100100000100100010111001111000000110010100
23 -4966.381142 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1010100001100011100000101100100001011010011011011111101111011110101101000010110101010000110111000100
24 -4688.787620 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 0001010010110101111010001001101100000011010001110110101110000010011001101101111010101100001110110000
25 -5189.515050 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1011101000010110011001000111110100111010110101011100010101100101111000001110110010111100011111000010
26 -4963.994645 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1111011000000110101110110000000000101101100001100111100110010100110100000011000111111111011111100111
27 -5216.881833 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 0000011110101001101010001110100111110011110100100110111000001000000010001101111010111110011011111010
28 -4339.782220 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 1111101011000111000000111100010000110000110010000000011100001001110001010110001101010110101001100100
29 -5565.260095 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 0101110000010101011110000000010011000010100011101100000001010101101100000000110011101100010011011011

Min       : -5896.023742
Max       : -4079.671021
Moyenne   : -4843.273777
Écart-type: 413.314437
Médiane   : -4854.727772

=== Lancement : 2026-04-01 12:00:38.901302 ===
id f z x
0 -4413.375548 "0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000" 0101011110001111101110010111010011101000001101100001110110011100011001101101011110001001010010101001
