algorithme,instance,run,f
hill_climbing_cont,6,14,-13622.35026
hill_climbing_cont,6,15,-14371.91528
hill_climbing_cont,6,16,-16482.967724
hill_climbing_cont,6,17,-14931.640807
hill_climbing_cont,6,18,-21725.934747
hill_climbing_cont,6,19,-21726.368298
hill_climbing_cont,6,20,-16399.169989
hill_climbing_cont,6,21,-20354.204395
hill_climbing_cont,6,22,-19738.41148
hill_climbing_cont,6,23,-21106.367668
hill_climbing_cont,6,24,-21106.685514
hill_climbing_cont,6,25,-21726.265597
hill_climbing_cont,6,26,-21726.463942
hill_climbing_cont,6,27,-20393.660331
hill_climbing_cont,6,28,-17792.834776
hill_climbing_cont,6,29,-17956.926956
hill_climbing_cont,7,0,-19413.887483
hill_climbing_cont,7,1,-27467.127888
hill_climbing_cont,7,2,-20465.193068
hill_climbing_cont,7,3,-25348.076362
hill_climbing_cont,7,4,-33417.92945
hill_climbing_cont,7,5,-30738.564994
hill_climbing_cont,7,6,-25082.413403
hill_climbing_cont,7,7,-27468.104436
hill_climbing_cont,7,8,-27468.382714
hill_climbing_cont,7,9,-30743.63246
hill_climbing_cont,7,10,-33417.19705
hill_climbing_cont,7,11,-27467.816908
hill_climbing_cont,7,12,-33417.012195
hill_climbing_cont,7,13,-27939.239019
hill_climbing_cont,7,14,-21613.642821
hill_climbing_cont,7,15,-30744.338782
hill_climbing_cont,7,16,-22839.672912
hill_climbing_cont,7,17,-20748.106248
hill_climbing_cont,7,18,-27939.273593
hill_climbing_cont,7,19,-27964.191898
hill_climbing_cont,7,20,-32090.112915
hill_climbing_cont,7,21,-30287.767996
hill_climbing_cont,7,22,-32420.789508
hill_climbing_cont,7,23,-27745.027917
hill_climbing_cont,7,24,-30744.740731
hill_climbing_cont,7,25,-26774.154103
hill_climbing_cont,7,26,-19409.939159
hill_climbing_cont,7,27,-28030.064755
hill_climbing_cont,7,28,-33415.98393
hill_climbing_cont,7,29,-30745.722738
hill_climbing_cont,8,0,-6956.531031
hill_climbing_cont,8,1,-8279.963825
hill_climbing_cont,8,2,-9106.771936
hill_climbing_cont,8,3,-8279.958095
hill_climbing_cont,8,4,-5631.600303
hill_climbing_cont,8,5,-8279.913147
hill_climbing_cont,8,6,-9106.86993
hill_climbing_cont,8,7,-8280.011057
hill_climbing_cont,8,8,-5829.644468
hill_climbing_cont,8,9,-9106.877107
hill_climbing_cont,8,10,-9107.046292
hill_climbing_cont,8,11,-8279.910351
hill_climbing_cont,8,12,-9107.037668
hill_climbing_cont,8,13,-8280.003866
hill_climbing_cont,8,14,-8280.001215
hill_climbing_cont,8,15,-9106.945084
hill_climbing_cont,8,16,-9107.041203
hill_climbing_cont,8,17,-8280.01649
hill_climbing_cont,8,18,-8280.013605
hill_climbing_cont,8,19,-6956.253197
hill_climbing_cont,8,20,-5829.649833
hill_climbing_cont,8,21,-8279.980444
hill_climbing_cont,8,22,-6956.394426
hill_climbing_cont,8,23,-8280.004847
hill_climbing_cont,8,24,-8280.016538
hill_climbing_cont,8,25,-9106.883971
hill_climbing_cont,8,26,-9107.060924
hill_climbing_cont,8,27,-5829.664602
hill_climbing_cont,8,28,-7500.190088
hill_climbing_cont,8,29,-9107.078787
hill_climbing_cont,9,0,-12681.127351
hill_climbing_cont,9,1,-17306.983091
hill_climbing_cont,9,2,-14156.302647
hill_climbing_cont,9,3,-17307.032647
hill_climbing_cont,9,4,-17306.912352
hill_climbing_cont,9,5,-15003.456048
hill_climbing_cont,9,6,-17306.809832
hill_climbing_cont,9,7,-17307.000284
hill_climbing_cont,9,8,-17306.387164
hill_climbing_cont,9,9,-17306.992265
hill_climbing_cont,9,10,-17306.864635
hill_climbing_cont,9,11,-17306.993184
hill_climbing_cont,9,12,-17307.012493
hill_climbing_cont,9,13,-17306.921817
hill_climbing_cont,9,14,-17306.940487
hill_climbing_cont,9,15,-17306.928365
hill_climbing_cont,9,16,-14155.921398
hill_climbing_cont,9,17,-15003.37102
hill_climbing_cont,9,18,-15003.414902
hill_climbing_cont,9,19,-14156.367361
hill_climbing_cont,9,20,-17307.03227
hill_climbing_cont,9,21,-17306.782018
hill_climbing_cont,9,22,-9244.966937
hill_climbing_cont,9,23,-17306.664469
hill_climbing_cont,9,24,-17306.989022
hill_climbing_cont,9,25,-17306.618404
hill_climbing_cont,9,26,-17306.876671
hill_climbing_cont,9,27,-14156.310581
hill_climbing_cont,9,28,-17306.419149
hill_climbing_cont,9,29,-17307.002208
hill_climbing_cont,10,0,-16935.651834
hill_climbing_cont,10,1,-14382.137491
hill_climbing_cont,10,2,-13634.246355
hill_climbing_cont,10,3,-14381.657947
hill_climbing_cont,10,4,-16935.508856
hill_climbing_cont,10,5,-14382.151297
hill_climbing_cont,10,6,-16935.450135
hill_climbing_cont,10,7,-14382.146913
hill_climbing_cont,10,8,-16935.603368
hill_climbing_cont,10,9,-16935.653045
hill_climbing_cont,10,10,-16935.501137
hill_climbing_cont,10,11,-16935.656962
hill_climbing_cont,10,12,-16935.502448
hill_climbing_cont,10,13,-16935.654996
hill_climbing_cont,10,14,-16935.704741
hill_climbing_cont,10,15,-16935.667791
hill_climbing_cont,10,16,-14382.174997
hill_climbing_cont,10,17,-16935.634749
hill_climbing_cont,10,18,-13634.141179
hill_climbing_cont,10,19,-16935.350091
hill_climbing_cont,10,20,-16935.638094
hill_climbing_cont,10,21,-16935.609893
hill_climbing_cont,10,22,-14382.035329
hill_climbing_cont,10,23,-16935.524279
hill_climbing_cont,10,24,-16935.679367
hill_climbing_cont,10,25,-13634.122191
hill_climbing_cont,10,26,-16935.57322
hill_climbing_cont,10,27,-16935.677912
hill_climbing_cont,10,28,-13634.247753
hill_climbing_cont,10,29,-16935.646386
hill_climbing_cont,11,0,-19365.331656
hill_climbing_cont,11,1,-12974.945021
hill_climbing_cont,11,2,-12974.835564
hill_climbing_cont,11,3,-19496.172542
hill_climbing_cont,11,4,-16212.656221
hill_climbing_cont,11,5,-19032.12851
hill_climbing_cont,11,6,-19365.438392
hill_climbing_cont,11,7,-22263.630045
hill_climbing_cont,11,8,-22263.607762
hill_climbing_cont,11,9,-16699.843639
hill_climbing_cont,11,10,-19032.121271
hill_climbing_cont,11,11,-19031.777783
hill_climbing_cont,11,12,-22263.550978
hill_climbing_cont,11,13,-16592.758983
hill_climbing_cont,11,14,-22263.632625
hill_climbing_cont,11,15,-19496.076943
hill_climbing_cont,11,16,-22263.524892
hill_climbing_cont,11,17,-19365.242689
hill_climbing_cont,11,18,-16212.455016
hill_climbing_cont,11,19,-16592.878911
hill_climbing_cont,11,20,-22263.423397
hill_climbing_cont,11,21,-19031.564478
hill_climbing_cont,11,22,-19365.289776
hill_climbing_cont,11,23,-16212.756031
hill_climbing_cont,11,24,-22263.501139
hill_climbing_cont,11,25,-19365.476425
hill_climbing_cont,11,26,-16212.776193
hill_climbing_cont,11,27,-19032.147972
hill_climbing_cont,11,28,-19496.059487
hill_climbing_cont,11,29,-19496.167028
hill_climbing_cont,12,0,-19668.542787
hill_climbing_cont,12,1,-21906.1567
hill_climbing_cont,12,2,-16897.762054
hill_climbing_cont,12,3,-19151.780963
hill_climbing_cont,12,4,-17065.349593
hill_climbing_cont,12,5,-19894.549367
hill_climbing_cont,12,6,-15402.3924
hill_climbing_cont,12,7,-18210.223766
hill_climbing_cont,12,8,-21349.325824
hill_climbing_cont,12,9,-20380.297564
hill_climbing_cont,12,10,-21733.325092
hill_climbing_cont,12,11,-15464.438938
hill_climbing_cont,12,12,-16025.849371
hill_climbing_cont,12,13,-18736.160754
hill_climbing_cont,12,14,-19151.736436
hill_climbing_cont,12,15,-15055.07496
hill_climbing_cont,12,16,-17778.033927
hill_climbing_cont,12,17,-21349.155013
hill_climbing_cont,12,18,-16277.198274
hill_climbing_cont,12,19,-20781.752238
hill_climbing_cont,12,20,-15737.57793
hill_climbing_cont,12,21,-21899.558358
hill_climbing_cont,12,22,-15324.635883
hill_climbing_cont,12,23,-21733.510991
hill_climbing_cont,12,24,-21733.491855
hill_climbing_cont,12,25,-21733.311442
hill_climbing_cont,12,26,-21733.426682
hill_climbing_cont,12,27,-13609.330912
hill_climbing_cont,12,28,-14994.102415
hill_climbing_cont,12,29,-10964.172199
hill_climbing_cont,13,0,-33523.058339
hill_climbing_cont,13,1,-28893.819217
hill_climbing_cont,13,2,-33520.955419
hill_climbing_cont,13,3,-30441.375002
hill_climbing_cont,13,4,-30699.14416
hill_climbing_cont,13,5,-30444.650736
hill_climbing_cont,13,6,-33524.643303
hill_climbing_cont,13,7,-32483.052604
hill_climbing_cont,13,8,-32211.571246
hill_climbing_cont,13,9,-25817.516091
hill_climbing_cont,13,10,-22429.732088
hill_climbing_cont,13,11,-30445.582058
hill_climbing_cont,13,12,-33526.322769
hill_climbing_cont,13,13,-27176.376213
hill_climbing_cont,13,14,-25706.314842
hill_climbing_cont,13,15,-29479.606794
hill_climbing_cont,13,16,-30443.635324
hill_climbing_cont,13,17,-24977.487386
hill_climbing_cont,13,18,-33526.892285
hill_climbing_cont,13,19,-29375.082556
hill_climbing_cont,13,20,-32481.716034
hill_climbing_cont,13,21,-33523.760896
hill_climbing_cont,13,22,-32481.747911
hill_climbing_cont,13,23,-33527.146312
hill_climbing_cont,13,24,-28098.457378
hill_climbing_cont,13,25,-10751.788922
hill_climbing_cont,13,26,-27156.591339
hill_climbing_cont,13,27,-32212.995865
hill_climbing_cont,13,28,-33524.210023
hill_climbing_cont,13,29,-27436.707971
hill_climbing_cont,14,0,-28904.074727
hill_climbing_cont,14,1,-26339.628621
hill_climbing_cont,14,2,-19198.902469
hill_climbing_cont,14,3,-25832.207518
hill_climbing_cont,14,4,-29981.299295
hill_climbing_cont,14,5,-31616.818418
hill_climbing_cont,14,6,-29983.293419
hill_climbing_cont,14,7,-26335.17342
hill_climbing_cont,14,8,-32663.353284
hill_climbing_cont,14,9,-27058.546447
hill_climbing_cont,14,10,-31575.619735
hill_climbing_cont,14,11,-32673.560472
hill_climbing_cont,14,12,-27093.106162
hill_climbing_cont,14,13,-25126.690787
hill_climbing_cont,14,14,-32681.684108
hill_climbing_cont,14,15,-24344.098936
hill_climbing_cont,14,16,-31116.938386
hill_climbing_cont,14,17,-31118.497676
hill_climbing_cont,14,18,-29982.869148
hill_climbing_cont,14,19,-32681.319088
hill_climbing_cont,14,20,-23063.703761
hill_climbing_cont,14,21,-19931.614645
hill_climbing_cont,14,22,-28905.35556
hill_climbing_cont,14,23,-29982.37224
hill_climbing_cont,14,24,-25967.423076
hill_climbing_cont,14,25,-29983.560146
hill_climbing_cont,14,26,-31119.3188
hill_climbing_cont,14,27,-27055.847615
hill_climbing_cont,14,28,-24948.010808
hill_climbing_cont,14,29,-29174.176075
hill_climbing_cont,15,0,-35332.867391
hill_climbing_cont,15,1,-33908.78782
hill_climbing_cont,15,2,-36967.008261
hill_climbing_cont,15,3,-31394.171018
hill_climbing_cont,15,4,-36636.600479
hill_climbing_cont,15,5,-30343.060364
hill_climbing_cont,15,6,-28641.900229
hill_climbing_cont,15,7,-21933.894791
hill_climbing_cont,15,8,-37569.563131
hill_climbing_cont,15,9,-33906.180058
hill_climbing_cont,15,10,-31979.395731
hill_climbing_cont,15,11,-32349.708735
hill_climbing_cont,15,12,-38144.993719
hill_climbing_cont,15,13,-38605.579278
hill_climbing_cont,15,14,-30294.797211
hill_climbing_cont,15,15,-35933.921084
hill_climbing_cont,15,16,-39493.054811
hill_climbing_cont,15,17,-31421.472715
hill_climbing_cont,15,18,-35325.530824
hill_climbing_cont,15,19,-36930.211726
hill_climbing_cont,15,20,-28098.01799
hill_climbing_cont,15,21,-18849.691647
hill_climbing_cont,15,22,-24949.499422
hill_climbing_cont,15,23,-27641.836396
hill_climbing_cont,15,24,-29622.898086
hill_climbing_cont,15,25,-39382.780156
hill_climbing_cont,15,26,-31836.150328
hill_climbing_cont,15,27,-36172.782679
hill_climbing_cont,15,28,-29881.692965
hill_climbing_cont,15,29,-26419.622941
random_search_cont,0,0,-4635.269045
random_search_cont,0,1,-4217.456741
random_search_cont,0,2,-4580.015036
random_search_cont,0,3,-4863.6447
random_search_cont,0,4,-4745.576816
random_search_cont,0,5,-4605.611572
random_search_cont,0,6,-4825.912006
random_search_cont,0,7,-4502.465851
random_search_cont,0,8,-4649.289717
random_search_cont,0,9,-4922.975673
random_search_cont,0,10,-4822.249013
random_search_cont,0,11,-4631.45911
random_search_cont,0,12,-4588.956693
random_search_cont,0,13,-4748.801178
random_search_cont,0,14,-4620.202095
random_search_cont,0,15,-4830.418514
random_search_cont,0,16,-4513.758016
random_search_cont,0,17,-4971.046552
random_search_cont,0,18,-4623.307595
random_search_cont,0,19,-4392.294439
random_search_cont,0,20,-4560.224386
random_search_cont,0,21,-4408.091994
random_search_cont,0,22,-4624.983374
random_search_cont,0,23,-4594.67324
random_search_cont,0,24,-4634.235171
random_search_cont,0,25,-5005.972586
random_search_cont,0,26,-5090.121768
random_search_cont,0,27,-4934.297886
random_search_cont,0,28,-4596.801713
random_search_cont,0,29,-4944.06283
random_search_cont,1,0,-7548.280062
random_search_cont,1,1,-6529.06482
random_search_cont,1,2,-7149.972999
